Claim,Source Name,Source URL,Verdict,Review Publication Date,Image URL,Tags
"O ataque hacker ao TSE em 2020 vazou nome, CPF, foto, RG e dados biométricos",Aos Fatos,https://www.aosfatos.org/noticias/nao-e-verdade-que-urnas-eletronicas-do-tse-podem-ser-invadidas-pela-internet/,falso,2021-07-23 07:00:00,,"['Tribunal Superior Eleitoral', 'Hacker', 'Vazamento', 'Carteira de Identidade Nacional', 'Cadastro de Pessoas Físicas', '2020', 'Dados', 'Biometria', 'Fotografia']"
Urnas eletrônicas são conectadas à internet no momento da totalização dos votos,Aos Fatos,https://www.aosfatos.org/noticias/nao-e-verdade-que-urnas-eletronicas-do-tse-podem-ser-invadidas-pela-internet/,falso,2021-07-23 07:00:00,,"['Urna eletrônica', 'Votação', 'Internet']"
TSE abre código-fonte das urnas eletrônicas após resultado de eleição nos conselhos tutelares,Estadão,https://www.estadao.com.br/estadao-verifica/tse-abre-codigo-fonte-eleicao-conselhos-tutelares/,Enganoso,2023-10-06 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTK2pV0_VjqMDD9GHtPWGg8orLO3_sHKA1SJjsjg5sf8wQ5pnKS,"['Tribunal Superior Eleitoral', 'Eleição', 'Código-fonte', 'Urna eletrônica', 'Urna eleitoral', 'Resultado', 'Eletrônica']"
Vídeo de jornalista independente afirma que software usado nos EUA e Brasil durante as eleições é passível de fraude,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/software-usado-em-urnas-eletronicas-brasileiras-nao-e-o-mesmo-que-dos-eua/,"FALSO: O software usado nas urnas eletrônicas do Brasil foi integralmente desenvolvido e é mantido pela equipe técnica do TSE e não foi cedido para uso nas eleições presidenciais dos Estados Unidos, ao contrário do que afirma jornalista em vídeo publicado no YouTube",2020-11-23 08:00:00,,"['Eleição', 'Software', 'Estados Unidos', 'Brasil', 'Fraude', 'Político sem partido', 'Vídeo', 'Jornalismo']"
TSE entregou códigos de segurança das urnas eletrônicas para a Venezuela e negou acesso para auditores brasileiros,Aos Fatos,https://www.aosfatos.org/noticias/tse-nao-entregou-codigos-de-seguranca-das-urnas-venezuelanos-licitacao-citada-sequer-ocorreu/,distorcido,2018-09-18 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRW7cjWEN-evO6PkJcLhdF6Lqm_UZByx3Z5EFpPKTpR3ASIvjOL,"['Tribunal Superior Eleitoral', 'Urna eleitoral', 'Urna eletrônica', 'Venezuela', 'Auditoria', 'Brasil']"
TSE entregou código-fonte das urnas eletrônicas à Smartmatic,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-tse-entregou-codigo-fonte-das-urnas-eletronicas-smartmatic/,falso,2021-08-12 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT4VLOd91Ncw8hA5apsK_bVqbzNr9rxzpLumuGRpv7OUIDAdjv7,"['Urna eletrônica', 'Smartmatic', 'Tribunal Superior Eleitoral', 'Código-fonte']"
Demonstração mostra fraudes em urnas,AFP Checamos,https://checamos.afp.com/doc.afp.com.36KD4EP,Enganoso,2024-10-18 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSVVBT54oF_QXGaqPD9Hx764uGn9qACIoLb2GFasDpn-kQfuir_,"['Urna eleitoral', 'Fraude']"
TRE escolhe urnas que passarão por auditoria,Estadão,https://www.estadao.com.br/estadao-verifica/urnas-escolhidas-para-teste-enganoso/,Enganoso,2024-10-27 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnloJcdZOtH3vjqimtG3YPhKnGWRz8nhcY8CGReqMxSVPCU22I,"['Urna eleitoral', 'Auditoria', 'Tribunal Regional Eleitoral']"
Descarte de 195 mil urnas eletrônicas é queima de arquivo,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/02/28/posts-distorcem-sobre-descarte-de-195-mil-urnas-pelo-tse.htm,Distorcido,2025-02-28 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRPWiZClvJNFrUlFJ63dxkELuac4O-wvQh5H48UwsB4PPRT1pOF,"['Urna eleitoral', 'Urna eletrônica', 'Arquivo']"
Nos falta a possibilidade de auditar se o voto computado e totalizado eletronicamente corresponde materialmente ao voto impresso,Aos Fatos,https://www.aosfatos.org/noticias/relatorio-novo-codigo-eleitoral-usa-desinformacao-justificar-voto-impresso/,falso,2025-08-25 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTjp31mOKOEh0NBcm_m8RBROcofAPv6gq1zQK98pElN3LExhMUf,"['Comprovante de votação verificado pelo eleitor', 'Votação', 'Auditoria']"
"Eleitor perderá voto caso aperte a tecla “confirma” da urna eletrônica enquanto o equipamento exibir o aviso ""Confira seu voto""",Estadão,https://www.estadao.com.br/estadao-verifica/confira-seu-voto-confirma-anula-falso/,Falso,2024-10-04 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRiJwYFW_9JgDjycfII_hPAW4BWDVF7LHjVtfI6ksjDhh9dIw59,"['Votação', 'Urna eleitoral', 'Eleitor', 'Máquina de votação', 'Eletrônica']"
É enganoso que um único técnico do TSE possa alterar o resultado das eleições mexendo no código-fonte das urnas eletrônicas,Estadão,https://www.estadao.com.br/estadao-verifica/hacker-faz-afirmacoes-incorretas-sobre-codigo-fonte-e-seguranca-das-urnas-eletronicas-em-cpmi/,Enganoso,2023-08-24 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRs6PUzswIqeX_h_6EkKXL_dL0qeq6wSnqpfSaHsBsO9lI81ENY,"['Urna eletrônica', 'Tribunal Superior Eleitoral', 'Código-fonte', 'Urna eleitoral', 'Eleição', 'Resultado']"
Globo disse que convenção de hackers em Las Vegas comprovou que as urnas eletrônicas brasileiras são hackeáveis,Estadão,https://www.estadao.com.br/estadao-verifica/influenciador-portugues-globo-urnas-eletronicas-hackeadas-eua/,Enganoso,2024-04-25 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQi3Ro_c6fW0jdxiL7UKuAE8ph69upkdzsHeU_U3Y4KACoGFuo7,"['Urna eletrônica', 'Brasil', 'Hacker', 'O Globo', 'Las Vegas']"
"Quatro vídeos que circulam nas redes sociais mostram eleitores tentando acessar os dados da votação de suas respectivas seções eleitorais no site do TSE. No entanto, o número de nenhuma das seções aparece na plataforma. Os casos são de dois eleitores que votaram no exterior (em Toronto, no Canadá, e em Miami, nos Estados Unidos) e dois que votaram no Brasil (em Colíder, em Mato Grosso, e Passos, em Minas Gerais). Nos vídeos, os cidadãos alegam que os votos não foram computados e que, portanto, teria havido fraude no pleito.",Folha - UOL,https://www1.folha.uol.com.br/poder/2022/11/secoes-eleitorais-que-nao-aparecem-em-site-do-tse-foram-agregadas-a-outras.shtml,Enganoso,2022-11-16 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQXryy4ngOJvR4RuMn5AJzuMg2ZHsp-ufjcld_Y-CttIb2FxvET,"['Eleição', 'Tribunal Superior Eleitoral', 'Votação', 'Minas Gerais', 'Passos', 'Brasil', 'Estados Unidos']"
A adoção do voto auditável é absolutamente necessária para garantir a democracia no Brasil,AFP Checamos,https://checamos.afp.com/urnas-eletronicas-ja-permitem-recontagem-de-votos-no-brasil-ao-contrario-do-sugerido-nas-redes,Sem contexto,2021-04-29 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7SlfVTm2o9kch2-SuCqy1kwbGfAcmQN3FkjLMrCcB9ANkayZ0,"['Votação', 'Brasil', 'Democracia', 'Pará', 'Adoção']"
O Tribunal Superior Eleitoral (TSE) publicou um vídeo em 2017 defendendo o voto impresso,AFP Checamos,https://checamos.afp.com/doc.afp.com.9EE7U2,Sem contexto,2021-07-08 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2LC86so9PEHIdXbS1_-8ix_ES7TTe7qGD81R_FbfoeHnUL36a,"['Comprovante de votação verificado pelo eleitor', 'Tribunal Superior Eleitoral', 'Votação', 'Eleição', 'Vídeo', '2017', 'Tribunal']"
Giuseppe Dutra Janino fraudou as urnas eletrônicas,Estadão,https://www.estadao.com.br/estadao-verifica/janino-fraude-urnas-barroso-tse-falso/,Falso,2024-05-03 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQQ4MjvwzHNv2HgO9X6OgNCNVOVdMAlPtfGuhCH0xLQdXb3Mbna,"['Giuseppe Janino', 'Urna eletrônica', 'Urna eleitoral']"
Conversa entre Alexandre de Moraes e engenheiro da Oracle confirma que houve fraude nas urnas,Estadão,https://www.estadao.com.br/estadao-verifica/alexandre-moraes-engenheiro-oracle-urnas-eletronicas/,Falso,2024-09-20 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQybaDuvZtgM3HieyCy9J5cqEwGIs10sVL8ccG0xucmHw_OU8_1,"['Alexandre de Moraes', 'Fraude nas urnas eletrônicas', 'Urna eleitoral', 'Fraude', 'Oracle Corporation']"
Urnas eletrônicas não são certificadas pelo Inmetro,Aos Fatos,https://www.aosfatos.org/noticias/urna-eletronica-tse-certificada-inmetro/,falso,2022-02-11 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQfT5SzH8-VVGN6pb0u6g_DpTFyYsulqk73cciCwCGY7WZFzlNe,"['Urna eletrônica', 'Urna eleitoral', 'Inmetro', 'Instituto Nacional de Metrologia, Qualidade e Tecnologia']"
Conseguiram identificar os nomes e votos de 100% dos eleitores,Aos Fatos,https://www.aosfatos.org/noticias/log-urna-nao-identifica-nome-voto/,falso,2022-11-17 08:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRDO565o2AFEASZ3ZB8j6wFLLJ6QexogY2t5s9P6ROrvcd_lS2S,"['Votação', 'Eleição']"
"Barroso pagou R$ 9 milhões a partidos para derrubar a PEC do Voto Impresso, comprou microchips de Taiwan com milhões de votos para Lula e destruiu cerca de 200 mil urnas que escondiam provas da fraude eleitoral de 2022",Aos Fatos,https://www.aosfatos.org/noticias/video-mentiras-atuacao-barroso-tse-alegar-fraude-em-2022/,falso,2025-08-11 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_cIH6r_9H_m8HTmsB6XuCIlxl1U9qbR9SmXV9G4YICdFB88hS,"['Luís Roberto Barroso', 'Fraude', 'Votação', 'Eleição', 'Urna eleitoral', 'Luiz Inácio Lula da Silva', 'Fraude eleitoral', 'Comprovante de votação verificado pelo eleitor', 'Partido político']"
Alexandre de Moraes teria mandado trocar urnas para fraudar eleições,Metrópoles,https://www.metropoles.com/projeto-comprova/e-falso-que-alexandre-de-moraes-seja-do-tse-e-que-mandou-trocar-urnas,Falso,2024-10-16 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS2lvV93zT02fVpvBoCGsbpifx2RLCZVtH5jSpGIeTev4-Hjt9V,"['Alexandre de Moraes', 'Urna eleitoral', 'Eleição', 'Mandado', 'Fraude']"
Jornalistas da Globo se assustam com fraudes nas urnas,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2021/07/13/urnas-brasileiras-nao-foram-hackeadas-nos-eua.htm,Falso,2021-07-13 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQX-uPBylsVXMhoWaQUqUYZYEUazP3KATDzvshlVoQTnuMGWB3,"['Urna eleitoral', 'TV Globo', 'Jornalista', 'Fraude']"
"Hackers invadem urnas eletrônicas, mas TSE insiste que são seguras. Você confia?",Aos Fatos,https://www.aosfatos.org/noticias/site-publica-informacoes-falsas-e-distorcidas-sobre-ataque-hacker-a-urna-eletronica/,distorcido,2018-07-23 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRLsOdpcG9OUxSIu7XeHnmONCWTPd58yi-y1O7GnnLc4yAcCQjy,"['Urna eletrônica', 'Hacker', 'Tribunal Superior Eleitoral']"
TSE reduziu urnas no Exterior e aumentou nos presídios,Aos Fatos,https://www.aosfatos.org/noticias/tse-urnas-exterior-presidios/,falso,2022-10-01 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRhKYr820zo0v1DCxB7cVOt6yuB0EPWGA3BWhkD9HgN4yRzS5oM,"['Urna eleitoral', 'Tribunal Superior Eleitoral']"
Bolsonaro volta a defender voto impresso na eleição contra fraudes nas urnas eletrônicas,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/sistema-de-voto-eletronico-pode-ser-auditado-ao-contrario-do-que-afirma-post/,"FALSO: Há diversos mecanismos de auditoria e de verificação dos resultados que podem ser efetuados. Além disso, Ministério Público e Polícia Federal também têm a prerrogativa de investigar o processo eleitoral brasileiro e já realizaram auditorias independentes. Em 24 anos nenhum caso de fraude foi identificado e comprovado",2020-11-13 08:00:00,,"['Urna eletrônica', 'Votação', 'Eleição', 'Urna eleitoral', 'Comprovante de votação verificado pelo eleitor', 'Fraude', 'Jair Bolsonaro']"
Supercomputador do TSE não é físico e tribunal não controla equipamento,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-tse-nao-controle-supercomputador-responsavel-por-somar-votos/,falso,2020-11-28 08:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcReTLroj451hZAx6Y1UhyEbAXwIEo_5SqUxwJ35W84M8M1PVO-l,"['Tribunal Superior Eleitoral', 'Supercomputador', 'Tribunal', 'Física']"
"7,2 milhões de votos foram anulados pelas urnas nas eleições de 2018.",Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-72-milhoes-de-votos-foram-anulados-pelas-urnas-na-eleicao-de-2018/,falso,2020-09-28 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQovW4ZcyAkOglD61wQNln4bV_cnY7zRIENdcICK0DtvcQxrp03,"['Votação', 'Eleição', 'Urna eleitoral', 'Eleições presidenciais brasileiras, 2018', '2018']"
Especialista confessa na GloboNews que urnas eletrônicas brasileiras são fraudáveis,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-especialista-disse-na-globonews-que-urnas-eletronicas-brasileiras-sao-fraudaveis/,falso,2021-07-14 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLCZepZqEA0OfI4xo3Sw64yQhCWnwAmd1Nw-YulNVPM5jwHVRL,"['Urna eletrônica', 'GloboNews']"
Urna eletrônica foi fabricada na Venezuela,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2020/10/05/urna-eletronica-brasil-fabricada-venezuela.htm,Falso,2020-10-05 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTEAZYYGKjex1yZeaSyr5GL-EzOkBUhhzrzpVSAZPyojKLM3dC5,"['Urna eleitoral', 'Máquina de votação', 'Venezuela', 'Eletrônica']"
"Urna eletrônica não é tecnologia, nem é confiável, é malandragem, ocorre fraude",AFP Checamos,https://checamos.afp.com/usada-desde-1996-no-brasil-urna-eletronica-nunca-teve-comprovacao-de-fraude,Enganoso,2020-10-06 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSYMhMj3NLyHDVHEn0yY7M9NbAK5lIv7wsD6LrpQh42E2MVxncU,"['Máquina de votação', 'Urna eleitoral', 'Fraude', 'Eletrônica', 'Tecnologia']"
Urnas podem tirar votos de um candidato para outro,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/nao-ha-dispositivo-nas-urnas-eletronicas-capaz-de-alterar-votacao-ao-contrario-do-que-diz-postagem/,TSE e especialistas negam que isso seja possível e apontam etapas do processo de auditoria e fiscalização das urnas em que tal impossibilidade pode ser comprovada.,2022-07-01 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROGY0wnyDJFd5wOyKvflsUgvEZB2VhZ_MuD9zK7lTAxSEGoOSe,"['Votação', 'Urna eleitoral', 'Candidato']"
"Bolsonaro não recebeu nenhum voto em urnas antigas, que não passaram por auditoria",Aos Fatos,https://www.aosfatos.org/noticias/site-argentino-mentiras-urna-eletronica/,falso,2022-11-07 08:00:00,,"['Urna eleitoral', 'Votação', 'Jair Bolsonaro', 'Auditoria']"
As eleições de 2022 usaram modelos de urna antigos que não são passíveis de auditoria.,Aos Fatos,https://www.aosfatos.org/noticias/site-argentino-mentiras-urna-eletronica/,falso,2022-11-07 08:00:00,,"['Urna eleitoral', 'Eleição', 'Eleições presidenciais brasileiras, 2022', 'Auditoria', '2022']"
Diferenças nos logs das urnas mostram que foram usados dois software e dois códigos-fonte diferentes,Aos Fatos,https://www.aosfatos.org/noticias/site-argentino-mentiras-urna-eletronica/,falso,2022-11-07 08:00:00,,"['Urna eleitoral', 'Código-fonte', 'Software', 'Log de dados']"
Urnas brasileiras não mudaram,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/08/26/eleicoes-terao-seis-modelos-de-urna-eletronica-conheca-cada-um.htm,Falso,2022-08-26 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8F0ZEvT9OWZKI_YTOd2jBQK6eNNDbp88n2eheTZzau26_qqP1,"['Urna eletrônica', 'Urna eleitoral', 'Brasil']"
Urna eletrônica não permite recontagem de votos,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2020/10/07/urna-eletronica-permite-recontagem-de-votos-no-brasil.htm,Falso,2020-10-07 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQqKRI1K71Ykuh4dNNd8ozjeQ2_SR7F8VXi1wvvt-li2NxVBche,"['Máquina de votação', 'Votação', 'Urna eleitoral', 'Eletrônica']"
Urnas eletrônicas não podem ser auditadas,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2020/10/10/e-falso-que-urnas-eletronicas-nao-podem-ser-auditadas.htm,Falso,2020-10-10 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSwHqs1zEbZNinoqlMZjdvW9gglO85mh112EMRfT3ZC0l6l_yI3,['Urna eletrônica']
Conexão com a internet permite fraude no flash card das urnas eletrônicas,Aos Fatos,https://www.aosfatos.org/noticias/carregamento-cartao-memoria-urna-eletronica-nao-favorece-acao-hackers/,distorcido,2022-03-29 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQt3dE9RRXwb-camGYPDrEoU4HublfPbf7vjkZEnqQwFQecHTkE,"['Urna eletrônica', 'Fraude', 'Internet']"
Prefeitura de Belo Horizonte anula eleição para Conselho Tutelar por irregularidades em urnas eletrônicas.,Estadão,https://www.estadao.com.br/estadao-verifica/falso-eleicao-conselho-tutelar-bh-usado-urnas-eletronicas-tse/,Falso,2023-10-12 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQmiR8xr-Cc73Th8Ih4p718Q3QFi8kQDPuKfswso7Bz5zGH5u5r,"['Urna eletrônica', 'Conselho Tutelar', 'Eleição', 'Urna eleitoral', 'Belo Horizonte', 'Prefeito no Brasil', 'Prefeitura de Belo Horizonte']"
Apuração secreta é fraude,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/apuracao-da-eleicao-brasileira-e-aberta-a-qualquer-pessoa-ao-contrario-do-que-afirma-post/,"FALSO: Post sugere que apuração das eleições municipais deste ano foi secreta e que isso configura fraude, mas o processo é aberto e qualquer cidadão tem acesso aos resultados das seções eleitorais",2020-11-18 08:00:00,,['Fraude']
TSE anunciou voto online para as eleições de 2020 e quebra de sigilo do voto,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2020/10/20/tse-nao-anunciou-voto-online-para-as-eleicoes-de-2020.htm,Falso,2020-10-20 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQaiYA_1cSKWIvlTrVMkiV0GFhkgp9Iso7KeVzD3P2nRQiMud88,"['Eleição', 'Votação', 'Tribunal Superior Eleitoral', 'Eleições municipais no Brasil, 2020', '2020']"
Votos de quem justifica estão em banco de dados diferentes e podem ser computados para a esquerda,Aos Fatos,https://www.aosfatos.org/noticias/justificativas-dos-eleitores-nao-podem-ser-transformadas-em-votos-validos-como-sugere-tweet/,falso,2020-11-15 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTeV1erLjX1mdI2JPho7xbyj6Y80w-9spdVAnTBMbWpflD8keEI,"['Votação', 'Dados', 'Esquerda', 'Banco de dados']"
TSE comprou 32 mil urnas grampeadas para definir as eleições,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/e-falso-que-tse-tem-32-mil-urnas-grampeadas-com-o-objetivo-de-fraudar-a-eleicao/,Urnas têm segurança desenvolvida pelo próprio TSE e passam por rigorosos processos de acompanhamento e auditoria por diversas entidades.,2022-08-01 07:00:00,,"['Tribunal Superior Eleitoral', 'Urna eleitoral', 'Eleição', 'Definição']"
"ITA e IME, institutos militares, fizeram protótipo de urnas para voto impresso, mas foram vetados pelo TSE (Tribunal Superior Eleitoral)",UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2020/10/22/ita-ime-urnas-voto-impresso-tse.htm,Falso,2020-10-22 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRxNlQJpC50ByOxLNYW9mbLZOIr8qBHz4-G6Wk7pH3NWDY6wz-N,"['Comprovante de votação verificado pelo eleitor', 'Urna eleitoral', 'Tribunal Superior Eleitoral', 'Votação', 'Eleição', 'Veto', 'Instituto Militar de Engenharia', 'Instituto Tecnológico de Aeronáutica', 'Tribunal', 'Protótipo']"
Como denunciar a urna em caso de erro,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/queixas-sobre-urnas-devem-ser-registradas-com-o-presidente-da-mesa-nao-em-aplicativo-do-tse/,Enganoso,2022-09-30 07:00:00,,"['Urna eleitoral', 'Denúncia']"
"Exército fez questionamentos ao TSE sobre a segurança das urnas, mas o órgão não respondeu a esses pedidos.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/e-enganoso-que-tse-descumpriu-prazos-para-responder-as-forcas-armadas-sobre-urnas-eletronicas/,"ENGANOSO: Segundo o TSE, não havia prazo específico para as respostas.",2022-02-21 08:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ13HRy1MDGzFV3ylYRyBo-_UddCUweHRzN1TLuRLWZLvNqTDs6,"['Tribunal Superior Eleitoral', 'Urna eleitoral', 'Exército']"
Vídeo mostra passo a passo para fraudar urna eletrônica,Aos Fatos,https://www.aosfatos.org/noticias/procedimento-mostrado-em-video-nao-e-capaz-de-fraudar-urnas-eletronicas-do-tse/,falso,2020-11-18 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQX9gvxUL4HoiYc7mVLgcvlnnujN-0DTXX6_2qS3Ll5RRNL-Vbg,"['Urna eleitoral', 'Fraude', 'Fraude nas urnas eletrônicas', 'Máquina de votação', 'Vídeo', 'Eletrônica']"
Votação pela urna eletrônica pode ser manipulada via internet,BOL - UOL,https://www.bol.uol.com.br/noticias/2021/07/17/votacao-urna-eletronica-internet-hacker.htm,Falso,2021-07-17 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQjEx8DCZv21xr7Lyz2y43HsFl6VMz3e1x0e0enYKKdY6HMEJfS,"['Votação', 'Máquina de votação', 'Urna eleitoral', 'Eletrônica', 'Internet']"
