Claim,Source Name,Source URL,Verdict,Review Publication Date,Image URL,Tags
"Esparguete é mais importante que o Rei ❤️
Bem haja ao Trump!",Observador,https://observador.pt/factchecks/fact-check-imagem-que-mostra-donald-trump-a-comer-esparguete-enquanto-o-rei-carlos-iii-discursa-e-real/,Errado,2025-10-28 07:00:00,,"['Donald Trump', 'Espaguete']"
"POLĒMICA ENVOLVENDO PRESIDENTE DA FRANÇA ????????
Circulam vídeos nas redes sociais (antigo Twitter, Facebook, Instagram e WhatsApp) do Presidente da França, Emmanuel Macron, onde aparece evidentemente de forma tão nítida aos bẹijos com outro homem.",Observador,https://observador.pt/factchecks/fact-check-video-que-mostra-presidente-frances-num-momento-intimo-com-outro-homem-e-real/,Errado,2024-08-30 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRTFVebXpNr1XVCvPQ2tQ5tOzg2B1pJ-niVpl-WoYoB2FjhIVoh,"['Emmanuel Macron', 'Presidente da França', 'Presidente', 'França']"
"Alertas sobre mudanças climáticas são golpe, confirma Trump",UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2025/09/29/aquecimento-global-e-real-e-severo-ao-contrario-do-que-afirma-donald-trump.htm,Falso,2025-09-29 07:00:00,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS4aBJc4QL-_dpWUG-Al7q_5weaqrtog8JU-nLTY4-5wPekGAcB,"['Donald Trump', 'Mudanças climáticas', 'Clima']"
"""A fotografia é de um grande fotojornalista português. Foi captada a 12 de junho nas marchas populares""",Observador,https://observador.pt/factchecks/fact-check-a-fotografia-de-marcelo-rebelo-de-sousa-a-beijar-a-barriga-de-uma-gravida-e-real/,Certo,2022-06-17 07:00:00,,"['Fotografia', 'Marchas populares de Lisboa', 'Fotojornalismo', 'Português', 'Marcha', 'Junho']"
Quando pedes uma família grande...,Observador,https://observador.pt/factchecks/fact-check-video-de-mulher-que-acabou-de-ter-20-filhos-e-real/,Errado,2024-12-30 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSPoSTekUtgc_77fQoKLZVgRXrfRC2VlIfGvKU-4cRTmZlv5x96,['Família']
Tesla está a recolher 3.878 Cybertrucks devido a um problema com o pedal do acelerador.,Observador,https://observador.pt/factchecks/fact-check-a-imagem-que-mostra-um-acidente-entre-duas-cybertrucks-da-tesla-e-real/,Errado,2024-11-28 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSPoSTekUtgc_77fQoKLZVgRXrfRC2VlIfGvKU-4cRTmZlv5x96,"['Tesla Cybertruck', 'Tesla, Inc.']"
Imagem mostra criança a ser presa por polícia norte-americana por ser imigrante ilegal.,Observador,https://observador.pt/factchecks/fact-check-imagem-que-mostra-crianca-a-ser-presa-por-policia-de-imigracao-dos-eua-e-real/,Errado,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSPoSTekUtgc_77fQoKLZVgRXrfRC2VlIfGvKU-4cRTmZlv5x96,"['Imigração', 'Criança', 'Estados Unidos', 'Imagem', 'Imigração clandestina', 'Polícia']"
Sabes que alguém foi despedido por isto?,Observador,https://observador.pt/factchecks/fact-check-video-com-momento-em-que-dois-avioes-quase-colidem-na-pista-e-real/,Enganador,2024-10-29 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRQ19CN0G8oWSnRGSvRHYkwLcywkcgCtqPBTMwftS8_r-FmEfdy,[]
"""É impressionante essa última fotografia do Assange.""",Observador,https://observador.pt/factchecks/fact-check-fotografia-que-mostra-julian-assange-num-estado-debilitado-e-real/,Errado,2023-05-11 07:00:00,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLQgtlO76e9GW69UIONnkCqWh430gz7J6RG5C3qcgodni8BtVy,"['Julian Assange', 'Fotografia']"
Aposto que o Elon Musk publica sempre fotografias dele com AI porque na verdade o aspeto dele é este.,Observador,https://observador.pt/factchecks/fact-check-fotografia-de-elon-musk-com-torso-distendido-e-anormalmente-grande-e-real/,Errado,2024-11-26 08:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSPoSTekUtgc_77fQoKLZVgRXrfRC2VlIfGvKU-4cRTmZlv5x96,"['Elon Musk', 'Fotografia', 'aspecto', 'Inteligência artificial', 'Aposição']"
"O porta-aviões USS Abraham Lincoln, orgulho da marinha americana, foi atingido pelo Irã! E o mais impressionante: 4 MÍSSEIS BALÍSTICOS FORAM SUFICIENTES!",Observador,https://observador.pt/factchecks/fact-check-video-mostra-um-porta-avioes-norte-americano-destruido-depois-de-ataque-do-irao/,Errado,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSPoSTekUtgc_77fQoKLZVgRXrfRC2VlIfGvKU-4cRTmZlv5x96,"['Irã', 'Porta-aviões', 'Abraham Lincoln', 'Avião', 'USS Abraham Lincoln (CVN-72)', 'Marinha dos Estados Unidos', 'Balística', 'Míssil balístico', 'Míssil']"
Escultura Jesus: FIZ COM AS MINHAS PRÓPRIAS MÃOS! OBRIGADO A TODOS QUE AVALIE O MEU TRABALHO,Boatos.org,https://www.boatos.org/religiao/foto-de-escultura-de-jesus-cristo-na-areia-em-praia-e-real.html,Falso,2024-07-07 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRsQcOSDKN_NO0QpuXVy95LK9sdtDQhRIFmAtcO04rJX-u83Kpy,"['Jesus', 'Escultura']"
foto que mostra Vladimir Putin montando em um urso é real,Boatos.org,https://www.boatos.org/mundo/foto-que-mostra-putin-montando-em-urso-e-real.html,Falso,2024-04-02 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRsQcOSDKN_NO0QpuXVy95LK9sdtDQhRIFmAtcO04rJX-u83Kpy,"['Vladimir Putin', 'Ursos', 'Fotografia']"
